epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,19790.7,0.17352,0.66036,1.12511,0.96585,0.94363,0.95559,0.43424,0.24345,0.67891,1.39935,8.614e-05,8.614e-05,8.614e-05
16,21170.5,0.17379,0.65735,1.1261,0.96575,0.94573,0.95824,0.43931,0.24255,0.67325,1.39439,8.515e-05,8.515e-05,8.515e-05
17,22549.8,0.17389,0.65588,1.12606,0.96707,0.94522,0.95756,0.43792,0.24422,0.67128,1.40234,8.416e-05,8.416e-05,8.416e-05
18,23929.6,0.17416,0.6515,1.12725,0.96864,0.94505,0.95759,0.43931,0.24311,0.66804,1.39764,8.317e-05,8.317e-05,8.317e-05
19,25308.5,0.17416,0.65029,1.12651,0.96772,0.94407,0.95676,0.43411,0.24401,0.67034,1.39989,8.218e-05,8.218e-05,8.218e-05
20,26688.6,0.17402,0.6487,1.12575,0.96783,0.9448,0.95774,0.43628,0.24434,0.66571,1.40199,8.119e-05,8.119e-05,8.119e-05
21,27884.2,0.17439,0.6493,1.12719,0.96943,0.94513,0.95804,0.43578,0.24404,0.66596,1.39942,8.02e-05,8.02e-05,8.02e-05
22,28962.3,0.17439,0.64963,1.12707,0.97046,0.9438,0.95754,0.43651,0.24441,0.66668,1.40272,7.921e-05,7.921e-05,7.921e-05
23,30342.3,0.17446,0.64536,1.1274,0.97099,0.9438,0.95809,0.4343,0.24498,0.66608,1.40463,7.822e-05,7.822e-05,7.822e-05
24,31722.7,0.1747,0.64352,1.1273,0.96895,0.94384,0.95738,0.43388,0.24466,0.66387,1.4051,7.723e-05,7.723e-05,7.723e-05
25,33102.8,0.1735,0.64319,1.12409,0.96939,0.94371,0.95747,0.43316,0.24578,0.66482,1.40993,7.624e-05,7.624e-05,7.624e-05
26,34482.3,0.17465,0.64202,1.12817,0.97135,0.94362,0.95768,0.43315,0.24555,0.66405,1.40876,7.525e-05,7.525e-05,7.525e-05
27,35862.4,0.17336,0.64144,1.12358,0.97215,0.94353,0.95815,0.43487,0.2456,0.66481,1.40849,7.426e-05,7.426e-05,7.426e-05
28,37241.3,0.17444,0.6404,1.12708,0.97099,0.94366,0.95791,0.43432,0.24596,0.66301,1.40892,7.327e-05,7.327e-05,7.327e-05
29,38621.1,0.17396,0.63827,1.12596,0.97177,0.94272,0.95811,0.43397,0.24638,0.66182,1.41248,7.228e-05,7.228e-05,7.228e-05
30,39856.3,0.17394,0.63969,1.12469,0.97081,0.94343,0.95738,0.43461,0.24594,0.66148,1.41062,7.129e-05,7.129e-05,7.129e-05
31,40894.4,0.17454,0.63599,1.12703,0.97097,0.94281,0.95687,0.43282,0.24646,0.66211,1.41294,7.03e-05,7.03e-05,7.03e-05
32,42272.7,0.17367,0.63711,1.12448,0.97082,0.94335,0.95708,0.43485,0.24597,0.66139,1.41089,6.931e-05,6.931e-05,6.931e-05
33,43652.7,0.17466,0.63725,1.12742,0.97106,0.94281,0.95643,0.43449,0.24612,0.66206,1.41239,6.832e-05,6.832e-05,6.832e-05
34,45032.1,0.17372,0.63585,1.12439,0.97125,0.94308,0.95728,0.43529,0.24621,0.66048,1.41279,6.733e-05,6.733e-05,6.733e-05
35,46412,0.17431,0.6356,1.12622,0.97142,0.94307,0.9575,0.43506,0.24638,0.6597,1.41273,6.634e-05,6.634e-05,6.634e-05
36,47791.1,0.17496,0.63207,1.12793,0.97161,0.94361,0.95803,0.43714,0.24599,0.65857,1.41123,6.535e-05,6.535e-05,6.535e-05
37,49170.1,0.17464,0.63482,1.12739,0.97098,0.9429,0.95691,0.43597,0.2462,0.6587,1.41223,6.436e-05,6.436e-05,6.436e-05
38,50549.8,0.17507,0.63351,1.12823,0.97062,0.94272,0.95683,0.43551,0.24639,0.65811,1.41272,6.337e-05,6.337e-05,6.337e-05
39,51823,0.17442,0.63266,1.12635,0.97061,0.94228,0.95643,0.43643,0.24623,0.65673,1.41164,6.238e-05,6.238e-05,6.238e-05
40,52824.4,0.17388,0.63056,1.12434,0.97042,0.94192,0.95631,0.43664,0.24652,0.65774,1.41305,6.139e-05,6.139e-05,6.139e-05
41,54204.8,0.17388,0.63188,1.12414,0.97013,0.94181,0.95639,0.43648,0.24653,0.65767,1.41335,6.04e-05,6.04e-05,6.04e-05
42,55583.9,0.17411,0.63125,1.12525,0.97022,0.94173,0.95671,0.43615,0.24648,0.65767,1.41321,5.941e-05,5.941e-05,5.941e-05
43,56963.1,0.17369,0.6316,1.12411,0.97037,0.94201,0.95697,0.4362,0.24642,0.65801,1.41334,5.842e-05,5.842e-05,5.842e-05
44,58342.8,0.1747,0.6307,1.12679,0.97013,0.94182,0.95705,0.43715,0.24627,0.65813,1.41261,5.743e-05,5.743e-05,5.743e-05
45,59721.2,0.17336,0.63146,1.12305,0.97032,0.94195,0.9572,0.43752,0.24637,0.65824,1.41321,5.644e-05,5.644e-05,5.644e-05
46,61099.7,0.17428,0.63123,1.1255,0.97042,0.94231,0.95743,0.43761,0.24629,0.65837,1.41307,5.545e-05,5.545e-05,5.545e-05
47,62478.2,0.1736,0.62923,1.12364,0.97095,0.94222,0.95752,0.43677,0.24619,0.65812,1.41243,5.446e-05,5.446e-05,5.446e-05
48,63793.3,0.17353,0.62994,1.12396,0.9706,0.94249,0.95789,0.43765,0.24618,0.65817,1.41266,5.347e-05,5.347e-05,5.347e-05
49,64769.3,0.17405,0.62878,1.12531,0.97047,0.94219,0.95759,0.43738,0.24625,0.65854,1.41286,5.248e-05,5.248e-05,5.248e-05
50,66148.3,0.17389,0.62884,1.12518,0.97077,0.94234,0.95751,0.43746,0.2463,0.65788,1.41309,5.149e-05,5.149e-05,5.149e-05
51,67527.9,0.17427,0.62687,1.1255,0.97088,0.94228,0.95795,0.43804,0.24634,0.65796,1.41327,5.05e-05,5.05e-05,5.05e-05
52,68906.2,0.17375,0.6297,1.12415,0.97089,0.94237,0.95786,0.43789,0.24639,0.6576,1.41344,4.951e-05,4.951e-05,4.951e-05
53,70284.6,0.17448,0.628,1.12636,0.97112,0.94209,0.95789,0.43846,0.24643,0.65812,1.4135,4.852e-05,4.852e-05,4.852e-05
54,71657.7,0.17357,0.62588,1.12333,0.97101,0.94228,0.95784,0.43717,0.24643,0.65788,1.41369,4.753e-05,4.753e-05,4.753e-05
55,73035.8,0.17346,0.62609,1.12372,0.97078,0.9424,0.95803,0.4373,0.2464,0.65784,1.41354,4.654e-05,4.654e-05,4.654e-05
56,74414.7,0.17314,0.62634,1.12182,0.97109,0.94219,0.958,0.43803,0.24645,0.65767,1.41381,4.555e-05,4.555e-05,4.555e-05
57,75777.7,0.17411,0.6291,1.12517,0.97046,0.94201,0.95707,0.43737,0.24649,0.65798,1.41408,4.456e-05,4.456e-05,4.456e-05
58,76741.9,0.17388,0.62658,1.1243,0.97085,0.94195,0.95716,0.43812,0.24654,0.65767,1.41421,4.357e-05,4.357e-05,4.357e-05
59,78107.5,0.17379,0.62478,1.12468,0.97065,0.94237,0.95783,0.43717,0.24663,0.65825,1.41464,4.258e-05,4.258e-05,4.258e-05
60,79483.8,0.17509,0.62582,1.12794,0.97103,0.942,0.95786,0.43831,0.24648,0.65741,1.41394,4.159e-05,4.159e-05,4.159e-05
61,80860.4,0.17422,0.62774,1.12524,0.97095,0.94235,0.9573,0.4374,0.24654,0.65803,1.41427,4.06e-05,4.06e-05,4.06e-05
62,82238.3,0.174,0.62321,1.12441,0.97092,0.94228,0.95738,0.43808,0.24643,0.65781,1.41389,3.961e-05,3.961e-05,3.961e-05
63,83615.2,0.17454,0.62343,1.1263,0.97074,0.94228,0.95737,0.43774,0.24657,0.65766,1.41443,3.862e-05,3.862e-05,3.862e-05
64,84996.6,0.17509,0.62598,1.12805,0.97086,0.94231,0.95755,0.43747,0.24655,0.65751,1.41445,3.763e-05,3.763e-05,3.763e-05
65,86373.5,0.17458,0.62532,1.12701,0.97087,0.94258,0.95759,0.43761,0.24653,0.65784,1.41441,3.664e-05,3.664e-05,3.664e-05
66,87753.6,0.17406,0.62215,1.12481,0.97078,0.94249,0.95733,0.43713,0.24666,0.65781,1.41513,3.565e-05,3.565e-05,3.565e-05
67,88749.4,0.17341,0.62447,1.12193,0.97086,0.94222,0.95758,0.43763,0.24659,0.6578,1.41479,3.466e-05,3.466e-05,3.466e-05
68,90062.1,0.17364,0.62556,1.12357,0.97076,0.94281,0.95738,0.43742,0.24669,0.65756,1.41516,3.367e-05,3.367e-05,3.367e-05
69,91442.4,0.17359,0.6235,1.12376,0.97088,0.94294,0.95767,0.43756,0.24667,0.65731,1.41517,3.268e-05,3.268e-05,3.268e-05
70,92818,0.17385,0.62339,1.1243,0.97084,0.94264,0.95769,0.4373,0.24671,0.65771,1.41539,3.169e-05,3.169e-05,3.169e-05
71,94197,0.17304,0.62178,1.12173,0.97114,0.94276,0.95773,0.43785,0.2467,0.65757,1.41549,3.07e-05,3.07e-05,3.07e-05
72,95577.3,0.17369,0.6242,1.12356,0.97066,0.94264,0.9574,0.43733,0.24684,0.65813,1.41599,2.971e-05,2.971e-05,2.971e-05
73,96952.6,0.17372,0.62318,1.12416,0.97087,0.94258,0.95759,0.43749,0.24678,0.65764,1.41568,2.872e-05,2.872e-05,2.872e-05
74,98329.7,0.1744,0.62461,1.12533,0.97052,0.94276,0.95778,0.43684,0.2468,0.65752,1.41586,2.773e-05,2.773e-05,2.773e-05
75,99708.6,0.17429,0.6214,1.12551,0.97024,0.9424,0.95736,0.43709,0.24684,0.65746,1.41611,2.674e-05,2.674e-05,2.674e-05
76,100748,0.17329,0.62459,1.12262,0.97044,0.94264,0.95773,0.43688,0.24689,0.65757,1.41637,2.575e-05,2.575e-05,2.575e-05
77,101996,0.17408,0.62211,1.12486,0.97042,0.94231,0.95734,0.43701,0.24685,0.65756,1.41624,2.476e-05,2.476e-05,2.476e-05
78,103375,0.1729,0.62194,1.12115,0.97052,0.94267,0.95777,0.4369,0.24694,0.65758,1.41664,2.377e-05,2.377e-05,2.377e-05
79,104754,0.17355,0.6248,1.12332,0.97048,0.94246,0.95755,0.43666,0.24693,0.65737,1.41659,2.278e-05,2.278e-05,2.278e-05
80,106134,0.17357,0.62195,1.12316,0.97021,0.94237,0.9576,0.43668,0.24697,0.65797,1.41687,2.179e-05,2.179e-05,2.179e-05
81,107513,0.173,0.62175,1.12173,0.97056,0.94237,0.95752,0.43683,0.24694,0.65747,1.41681,2.08e-05,2.08e-05,2.08e-05
82,108892,0.173,0.62143,1.12088,0.97048,0.94255,0.95755,0.43672,0.24702,0.65752,1.41715,1.981e-05,1.981e-05,1.981e-05
83,110271,0.17318,0.62187,1.12133,0.97051,0.94249,0.95758,0.43607,0.24708,0.65779,1.41739,1.882e-05,1.882e-05,1.882e-05
84,111649,0.17321,0.62239,1.12253,0.97024,0.94222,0.95751,0.43639,0.24701,0.6575,1.41729,1.783e-05,1.783e-05,1.783e-05
85,112729,0.17333,0.62121,1.12269,0.97019,0.94183,0.95717,0.43617,0.24717,0.65806,1.41809,1.684e-05,1.684e-05,1.684e-05
86,113949,0.17383,0.62085,1.12412,0.97033,0.9424,0.95761,0.4365,0.24711,0.65732,1.41768,1.585e-05,1.585e-05,1.585e-05
87,115328,0.17372,0.62306,1.12402,0.97039,0.94264,0.95771,0.43614,0.24716,0.65773,1.41796,1.486e-05,1.486e-05,1.486e-05
88,116707,0.17384,0.62374,1.12393,0.97016,0.94267,0.95759,0.43606,0.24714,0.65789,1.41796,1.387e-05,1.387e-05,1.387e-05
89,118085,0.17372,0.62133,1.12354,0.97015,0.9424,0.95756,0.43611,0.2472,0.65837,1.41824,1.288e-05,1.288e-05,1.288e-05
90,119457,0.17328,0.62112,1.12245,0.97015,0.94249,0.9574,0.4362,0.2471,0.65802,1.4177,1.189e-05,1.189e-05,1.189e-05
91,120817,0.18395,0.58549,1.15397,0.97078,0.94253,0.95797,0.43639,0.24712,0.65832,1.41803,1.09e-05,1.09e-05,1.09e-05
92,122168,0.1841,0.58186,1.15479,0.97113,0.94244,0.95806,0.4365,0.24703,0.65785,1.41773,9.91e-06,9.91e-06,9.91e-06
93,123529,0.1837,0.5825,1.15304,0.97084,0.94255,0.95815,0.4368,0.2469,0.65809,1.41715,8.92e-06,8.92e-06,8.92e-06
94,124641,0.18354,0.58085,1.15243,0.97093,0.94255,0.95823,0.43751,0.24682,0.65743,1.41657,7.93e-06,7.93e-06,7.93e-06
95,125787,0.18409,0.5812,1.15398,0.97147,0.94272,0.95864,0.43764,0.24662,0.65738,1.41569,6.94e-06,6.94e-06,6.94e-06
96,127142,0.18323,0.58132,1.15146,0.97151,0.94311,0.95853,0.43782,0.24664,0.65769,1.41585,5.95e-06,5.95e-06,5.95e-06
97,128503,0.18335,0.58013,1.15222,0.9715,0.94258,0.95851,0.43796,0.2466,0.6577,1.41559,4.96e-06,4.96e-06,4.96e-06
98,129866,0.1829,0.5825,1.14997,0.97169,0.94311,0.95881,0.43839,0.24646,0.65725,1.41492,3.97e-06,3.97e-06,3.97e-06
99,130563,0.18376,0.58128,1.15306,0.97151,0.94293,0.95897,0.43886,0.24642,0.657,1.41488,2.98e-06,2.98e-06,2.98e-06
100,131144,0.18367,0.57861,1.15318,0.97196,0.9432,0.95904,0.43904,0.24628,0.65654,1.41402,1.99e-06,1.99e-06,1.99e-06
