epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,6007.38,0.3221,1.04122,1.70338,0.89452,0.86726,0.91213,0.42811,0.32181,1.00429,1.72548,7.4755e-05,7.4755e-05,7.4755e-05
53,6123.65,0.31967,1.05481,1.7036,0.94851,0.86726,0.93136,0.44476,0.31692,0.99325,1.71208,7.426e-05,7.426e-05,7.426e-05
54,6238.98,0.3242,1.0365,1.74,0.93983,0.85841,0.9382,0.4477,0.31327,1.00036,1.70733,7.3765e-05,7.3765e-05,7.3765e-05
55,6359.17,0.28183,1.0139,1.5725,0.9243,0.8645,0.92929,0.45136,0.31721,0.97876,1.7071,7.327e-05,7.327e-05,7.327e-05
56,6481.6,0.30926,1.01411,1.65817,0.92423,0.86356,0.92794,0.43972,0.32309,0.97862,1.70805,7.2775e-05,7.2775e-05,7.2775e-05
57,6597.37,0.32131,1.00093,1.66241,0.93774,0.86726,0.94745,0.45296,0.31723,0.98892,1.6964,7.228e-05,7.228e-05,7.228e-05
58,6704.14,0.32352,1.01807,1.67532,0.94016,0.83423,0.91473,0.43954,0.31533,0.98447,1.70293,7.1785e-05,7.1785e-05,7.1785e-05
59,6814.9,0.31104,1.00857,1.67323,0.94036,0.87611,0.92621,0.44044,0.30807,1.02194,1.68652,7.129e-05,7.129e-05,7.129e-05
60,6933.26,0.28487,1.01053,1.59308,0.948,0.87611,0.93084,0.43758,0.3114,0.99098,1.6725,7.0795e-05,7.0795e-05,7.0795e-05
61,7050.82,0.32719,1.00008,1.69467,0.95622,0.86726,0.92515,0.44847,0.30581,0.99702,1.6565,7.03e-05,7.03e-05,7.03e-05
62,7172.61,0.29572,0.99186,1.60219,0.91325,0.84956,0.89388,0.44052,0.30286,0.96974,1.65247,6.9805e-05,6.9805e-05,6.9805e-05
63,7291.63,0.30325,0.97138,1.62787,0.89867,0.86726,0.90513,0.44558,0.30611,0.95971,1.65304,6.931e-05,6.931e-05,6.931e-05
64,7399.68,0.31498,1.02482,1.69214,0.92078,0.84956,0.91622,0.43347,0.32579,1.01382,1.70094,6.8815e-05,6.8815e-05,6.8815e-05
65,7509.47,0.2845,0.98547,1.57914,0.96133,0.87999,0.93062,0.45417,0.31041,0.95461,1.65413,6.832e-05,6.832e-05,6.832e-05
66,7625.04,0.28065,0.9728,1.59183,0.94553,0.89381,0.93977,0.45625,0.30755,0.95946,1.64946,6.7825e-05,6.7825e-05,6.7825e-05
67,7739.99,0.28349,0.97645,1.56622,0.92526,0.84071,0.93185,0.46818,0.3127,0.96956,1.64521,6.733e-05,6.733e-05,6.733e-05
68,7861.88,0.28692,0.95462,1.59195,0.91962,0.87611,0.92721,0.45784,0.31548,0.95763,1.64029,6.6835e-05,6.6835e-05,6.6835e-05
69,7984.24,0.29741,0.95493,1.59715,0.9532,0.9013,0.9353,0.45594,0.31833,0.98729,1.65167,6.634e-05,6.634e-05,6.634e-05
70,8095.65,0.29148,0.95444,1.59616,0.91913,0.88496,0.92653,0.44764,0.30686,0.96702,1.62733,6.5845e-05,6.5845e-05,6.5845e-05
71,8205.48,0.29365,0.95372,1.56536,0.93328,0.9115,0.94978,0.44079,0.29962,0.97907,1.60696,6.535e-05,6.535e-05,6.535e-05
72,8316.73,0.28346,0.9703,1.57289,0.90169,0.9115,0.94231,0.44688,0.30522,0.97124,1.62389,6.4855e-05,6.4855e-05,6.4855e-05
73,8430.66,0.30294,1.00687,1.57487,0.91996,0.90265,0.94635,0.44637,0.30445,0.96832,1.61677,6.436e-05,6.436e-05,6.436e-05
74,8552.29,0.29244,0.9638,1.56853,0.90945,0.90265,0.94143,0.45263,0.30322,0.96773,1.61341,6.3865e-05,6.3865e-05,6.3865e-05
75,8674.21,0.27971,0.94379,1.55398,0.93643,0.88496,0.94267,0.45705,0.30106,0.96472,1.61704,6.337e-05,6.337e-05,6.337e-05
76,8787.68,0.31553,0.96457,1.61187,0.9174,0.89381,0.94174,0.45408,0.29472,0.95027,1.59458,6.2875e-05,6.2875e-05,6.2875e-05
77,8901.51,0.28974,0.95306,1.55437,0.95407,0.91908,0.96273,0.45842,0.29243,0.92792,1.58808,6.238e-05,6.238e-05,6.238e-05
78,9011.33,0.30701,0.94042,1.60134,0.94484,0.90946,0.95515,0.46099,0.2956,0.94995,1.5957,6.1885e-05,6.1885e-05,6.1885e-05
79,9121.37,0.28246,0.92055,1.54139,0.93819,0.90265,0.95184,0.46082,0.29496,0.95675,1.59632,6.139e-05,6.139e-05,6.139e-05
80,9243.31,0.28519,0.93371,1.56976,0.92119,0.90265,0.95166,0.45557,0.29016,0.94653,1.58329,6.0895e-05,6.0895e-05,6.0895e-05
81,9365.55,0.30155,0.93217,1.59074,0.93567,0.90097,0.94537,0.45816,0.2898,0.94055,1.57359,6.04e-05,6.04e-05,6.04e-05
82,9479.67,0.28405,0.94688,1.55637,0.93418,0.90265,0.95393,0.46267,0.28402,0.95585,1.56123,5.9905e-05,5.9905e-05,5.9905e-05
83,9598.09,0.277,0.91913,1.5267,0.92919,0.9115,0.95655,0.44911,0.2932,0.93328,1.58078,5.941e-05,5.941e-05,5.941e-05
